Date,BTC-USD,ETH-USD,XRP-USD,LTC-USD,BCH-USD
2017-11-09,7143.580078125,320.8840026855469,0.21748800575733185,64.26969909667969,654.302978515625
2017-11-10,6618.14013671875,299.25299072265625,0.20648300647735596,59.260101318359375,1007.4199829101562
2017-11-11,6357.60009765625,314.6809997558594,0.21042999625205994,62.30329895019531,1340.449951171875
2017-11-12,5950.06982421875,307.9079895019531,0.1973389983177185,59.005401611328125,1388.8599853515625
2017-11-13,6559.490234375,316.71600341796875,0.20344200730323792,61.39649963378906,1353.989990234375
2017-11-14,6635.75,337.6310119628906,0.20982499420642853,62.67959976196289,1273.530029296875
2017-11-15,7315.5400390625,333.35699462890625,0.2129559963941574,63.82360076904297,1212.4000244140625
2017-11-16,7871.68994140625,330.92401123046875,0.2271070033311844,71.0602035522461,900.7760009765625
2017-11-17,7708.990234375,332.3940124511719,0.22658100724220276,67.56900024414062,1185.47998046875
2017-11-18,7790.14990234375,347.61199951171875,0.22862699627876282,69.6436996459961,1254.530029296875
2017-11-19,8036.490234375,354.385986328125,0.23101599514484406,71.58930206298828,1172.050048828125
2017-11-20,8200.6396484375,366.7300109863281,0.23875899612903595,72.25279998779297,1236.010009765625
2017-11-21,8071.259765625,360.4010009765625,0.23327100276947021,70.0282974243164,1176.969970703125
2017-11-22,8253.5498046875,380.6520080566406,0.23885899782180786,71.8927993774414,1303.31005859375
2017-11-23,8038.77001953125,410.1659851074219,0.24240200221538544,73.22339630126953,1683.81005859375
2017-11-24,8253.6904296875,474.9110107421875,0.2446420043706894,77.96829986572266,1648.510009765625
2017-11-25,8790.919921875,466.2760009765625,0.2523930072784424,88.81690216064453,1571.27001953125
2017-11-26,9330.5498046875,471.3299865722656,0.24881799519062042,85.92680358886719,1735.6600341796875
2017-11-27,9818.349609375,480.3550109863281,0.25392699241638184,91.60269927978516,1622.5699462890625
2017-11-28,10058.7998046875,472.9020080566406,0.2991519868373871,96.03379821777344,1546.1800537109375
2017-11-29,9888.6103515625,427.52301025390625,0.2430640012025833,85.57099914550781,1359.7099609375
2017-11-30,10233.599609375,447.114013671875,0.2508780062198639,88.33070373535156,1389.780029296875
2017-12-01,10975.599609375,466.5400085449219,0.2556990087032318,99.00370025634766,1462.6800537109375
2017-12-02,11074.599609375,463.4490051269531,0.2554920017719269,100.28399658203125,1434.97998046875
2017-12-03,11323.2001953125,465.8529968261719,0.25255799293518066,101.26300048828125,1559.9300537109375
2017-12-04,11657.2001953125,470.2040100097656,0.2535710036754608,104.23600006103516,1576.9200439453125
2017-12-05,11916.7001953125,463.281005859375,0.2461010068655014,102.39700317382812,1501.8499755859375
2017-12-06,14291.5,428.5880126953125,0.23254400491714478,100.35199737548828,1430.0999755859375
2017-12-07,17899.69921875,434.4079895019531,0.22282299399375916,98.29239654541016,1330.9300537109375
2017-12-08,16569.400390625,456.031005859375,0.25212499499320984,124.84600067138672,1464.1300048828125
2017-12-09,15178.2001953125,473.50201416015625,0.24470800161361694,155.24200439453125,1410.06005859375
2017-12-10,15455.400390625,441.72100830078125,0.2373329997062683,148.66000366210938,1323.0699462890625
2017-12-11,16936.80078125,515.135986328125,0.2516910135746002,214.2030029296875,1423.3800048828125
2017-12-12,17415.400390625,651.4310302734375,0.373540997505188,316.15899658203125,1615.030029296875
