Date,Close
2013-04-01,26.0
2013-04-02,26.3799991607666
2013-04-03,26.0
2013-04-04,26.329999923706055
2013-04-05,26.3799991607666
2013-04-08,26.950000762939453
2013-04-09,27.309999465942383
2013-04-10,27.829999923706055
2013-04-11,27.65999984741211
2013-04-12,27.56999969482422
2013-04-15,27.170000076293945
2013-04-16,27.020000457763672
2013-04-17,27.34000015258789
2013-04-18,27.489999771118164
2013-04-19,27.329999923706055
2013-04-22,27.3799991607666
2013-04-23,27.729999542236328
2013-04-24,26.940000534057617
2013-04-25,26.219999313354492
2013-04-26,25.5
2013-04-29,25.530000686645508
2013-04-30,25.530000686645508
2013-05-01,26.09000015258789
2013-05-02,27.479999542236328
2013-05-03,27.81999969482422
2013-05-06,27.799999237060547
2013-05-07,27.899999618530273
2013-05-08,27.899999618530273
2013-05-09,27.799999237060547
2013-05-10,28.06999969482422
2013-05-13,28.420000076293945
2013-05-14,28.420000076293945
2013-05-15,28.149999618530273
2013-05-16,28.010000228881836
2013-05-17,28.209999084472656
2013-05-20,28.739999771118164
2013-05-21,28.649999618530273
2013-05-22,28.020000457763672
2013-05-23,27.739999771118164
2013-05-24,27.639999389648438
2013-05-28,27.649999618530273
2013-05-29,27.25
2013-05-30,27.059999465942383
2013-05-31,25.90999984741211
2013-06-03,25.90999984741211
2013-06-04,26.780000686645508
2013-06-05,26.549999237060547
2013-06-06,26.530000686645508
2013-06-07,26.709999084472656
2013-06-10,27.489999771118164
2013-06-11,26.8700008392334
2013-06-12,26.280000686645508
2013-06-13,25.75
2013-06-14,25.600000381469727
2013-06-17,25.389999389648438
2013-06-18,25.1200008392334
2013-06-19,25.690000534057617
2013-06-20,24.8799991607666
2013-06-21,24.68000030517578
2013-06-24,23.799999237060547
2013-06-25,24.329999923706055
2013-06-26,24.290000915527344
2013-06-27,24.829999923706055
2013-06-28,24.860000610351562
2013-07-01,25.030000686645508
2013-07-02,24.700000762939453
2013-07-03,24.780000686645508
2013-07-05,25.15999984741211
2013-07-08,25.079999923706055
2013-07-09,25.0
2013-07-10,25.170000076293945
2013-07-11,25.15999984741211
2013-07-12,24.959999084472656
2013-07-15,26.420000076293945
2013-07-16,25.829999923706055
2013-07-17,25.389999389648438
2013-07-18,25.25
2013-07-19,25.110000610351562
2013-07-22,25.049999237060547
2013-07-23,25.219999313354492
2013-07-24,25.100000381469727
2013-07-25,25.600000381469727
2013-07-26,25.770000457763672
2013-07-29,25.6200008392334
2013-07-30,25.489999771118164
2013-07-31,25.18000030517578
2013-08-01,25.84000015258789
2013-08-02,25.479999542236328
2013-08-05,25.260000228881836
2013-08-06,25.65999984741211
2013-08-07,25.739999771118164
2013-08-08,26.989999771118164
2013-08-09,26.729999542236328
2013-08-12,26.649999618530273
2013-08-13,27.0
2013-08-14,26.93000030517578
2013-08-15,26.790000915527344
2013-08-16,26.139999389648438
2013-08-19,26.059999465942383
2013-08-20,27.0
2013-08-21,27.06999969482422
2013-08-22,27.889999389648438
2013-08-23,27.719999313354492
2013-08-26,27.40999984741211
2013-08-27,26.8700008392334
2013-08-28,26.829999923706055
2013-08-29,27.079999923706055
2013-08-30,27.440000534057617
2013-09-03,27.809999465942383
2013-09-04,27.639999389648438
2013-09-05,28.139999389648438
2013-09-06,28.290000915527344
2013-09-09,28.899999618530273
2013-09-10,28.93000030517578
2013-09-11,28.989999771118164
2013-09-12,28.93000030517578
2013-09-13,28.950000762939453
2013-09-16,28.6299991607666
2013-09-17,29.299999237060547
2013-09-18,29.5
2013-09-19,29.3700008392334
2013-09-20,29.049999237060547
2013-09-23,29.18000030517578
2013-09-24,29.1299991607666
2013-09-25,28.969999313354492
2013-09-26,29.209999084472656
2013-09-27,30.09000015258789
2013-09-30,30.239999771118164
2013-10-01,29.700000762939453
2013-10-02,28.399999618530273
2013-10-03,25.959999084472656
2013-10-04,27.0
2013-10-07,26.350000381469727
2013-10-08,26.020000457763672
2013-10-09,25.84000015258789
2013-10-10,26.649999618530273
2013-10-11,26.459999084472656
2013-10-14,26.850000381469727
2013-10-15,26.389999389648438
2013-10-16,26.700000762939453
2013-10-17,26.65999984741211
2013-10-18,26.520000457763672
2013-10-21,27.15999984741211
2013-10-22,27.729999542236328
2013-10-23,27.549999237060547
2013-10-24,28.940000534057617
2013-10-25,28.780000686645508
2013-10-28,29.09000015258789
2013-10-29,29.559999465942383
2013-10-30,29.0
2013-10-31,29.149999618530273
2013-11-01,29.170000076293945
2013-11-04,29.18000030517578
2013-11-05,29.68000030517578
2013-11-06,29.8700008392334
2013-11-07,29.280000686645508
2013-11-08,29.389999389648438
2013-11-11,29.549999237060547
2013-11-12,29.649999618530273
2013-11-13,30.219999313354492
2013-11-14,30.5
2013-11-15,30.690000534057617
2013-11-18,30.260000228881836
2013-11-19,29.75
2013-11-20,29.770000457763672
2013-11-21,29.969999313354492
2013-11-22,30.5
2013-11-25,30.700000762939453
2013-11-26,30.790000915527344
2013-11-27,30.559999465942383
2013-11-29,30.829999923706055
2013-12-02,29.959999084472656
2013-12-03,28.940000534057617
2013-12-04,29.040000915527344
2013-12-05,29.09000015258789
2013-12-06,29.049999237060547
2013-12-09,28.420000076293945
2013-12-10,28.8799991607666
2013-12-11,28.329999923706055
2013-12-12,28.5
2013-12-13,28.479999542236328
2013-12-16,28.510000228881836
2013-12-17,28.610000610351562
2013-12-18,29.34000015258789
2013-12-19,29.0
2013-12-20,28.969999313354492
2013-12-23,28.899999618530273
2013-12-24,28.90999984741211
2013-12-26,28.8700008392334
2013-12-27,28.75
2013-12-30,29.219999313354492
2013-12-31,29.479999542236328
2014-01-02,29.1299991607666
2014-01-03,29.280000686645508
2014-01-06,28.6299991607666
2014-01-07,28.479999542236328
2014-01-08,28.559999465942383
2014-01-09,28.3799991607666
2014-01-10,28.56999969482422
2014-01-13,27.969999313354492
2014-01-14,27.850000381469727
2014-01-15,27.600000381469727
2014-01-16,28.190000534057617
2014-01-17,27.979999542236328
2014-01-21,27.729999542236328
2014-01-22,27.829999923706055
2014-01-23,27.479999542236328
2014-01-24,27.399999618530273
2014-01-27,27.1299991607666
2014-01-28,27.299999237060547
2014-01-29,26.8799991607666
